"","NP_001019837","NP_001157016","NP_036442","NP_839943","NP_000967","NP_006259","NP_001127836","NP_001070729","NP_005110","NP_001269119","NP_061029","NP_056473","NP_057417","NP_001271230","NP_057712","NP_004324","NP_003065","NP_061819","NP_001157616","NP_008841","NP_001107018","NP_001012768","NP_004577","NP_690852","NP_001030611","NP_002705","NP_055987","NP_001290377","NP_003633","NP_055970","NP_000436","NP_001185765","NP_001092108","NP_001243778","NP_001165375","NP_001107018","NP_001153575","NP_001295159","NP_004629","NP_001104792","NP_001257951","NP_001229343","NP_055114","NP_061848","NP_001027454","NP_001611","NP_057417","NP_001001","NP_079112","NP_001027454","NP_006600","NP_054828","NP_001107590","NP_001073308","NP_001139019","NP_005244","NP_005244","NP_001009880","NP_001002032","NP_001034558","NP_055555","NP_055555","NP_036244","NP_653265","NP_116204","NP_001273897","NP_065823","NP_004095","NP_066932","NP_066932","NP_031385","NP_001108585","NP_004095","NP_001002909","NP_003179","NP_001229268","NP_001004304","NP_002568","NP_001387","NP_055987","NP_001135772","NP_001248745","KIAA0701","NP_001006666","NP_001006666"
"PA9.79EE.085H01",2.02378106096018,-0.774662907512364,2.29810660944665,-1.89792828892988,0.37369031765352,0.176122926904202,-3.14705515984154,-3.42098484301427,-4.14981616210646,-2.93393807860311,-2.37138184308645,0.902770042219281,-0.735158856629665,-3.85837526136877,-2.36745453339463,-4.32800199624121,NA,-3.69265505374606,-3.53914428999035,-2.53801618327198,-2.18588321182223,-2.13079401167036,1.35339034964567,2.60916760418582,-1.83252817700256,-1.27779506838351,2.52711708090319,0.290677283359184,-2.16144258059903,-1.93835528831475,-0.497193922053747,-0.878112668477131,-3.0182627131584,1.39677548911092,0.0297561970515794,-2.61344812580372,-2.57298493222413,-3.43226305663227,-1.97785687014765,-2.58724364902953,-2.77293901647266,-2.90630023628457,-0.903181831279928,-1.22976043627391,-2.55864306599153,-1.81919351044215,-0.17362034463301,-1.08911717087728,1.28933963050637,-2.29271027297361,-0.621702676914852,0.145042620731675,4.14405354808943,2.18115298278444,1.06510410181536,2.5423028718034,2.38736415973921,3.1818226430457,-0.332868133124752,1.70737414695326,2.7286541308867,3.68412975574394,1.33127526883942,1.73924977000538,3.68576014976875,0.812174553714732,2.65161152956005,1.84679640094053,1.62922014353724,1.50245930135193,0.768486748862651,0.856825234006529,1.17307359010582,1.86590808875406,1.65240908718508,2.4441020138769,3.05950199222823,2.84999359462757,2.32834070320468,1.7080908501971,4.22873356335128,2.58747774389223,3.29772969428857,0.336963154362711,2.04784020021902
"PA9.79EE.001A01",0.838763244118828,0.125307600742226,1.29308862423118,-0.473451302497061,-0.374040443150089,0.604965105898428,-2.07397738678724,-2.90070936466232,-2.36374093535626,-1.91313233649918,-1.87651552876222,-2.25771547206905,-1.33144043036364,-3.36141048116055,-3.90356916240357,-3.12309138706608,NA,-3.13491153644977,-2.76674400013722,-2.11353919683915,-2.32434241978056,-1.52033804606878,0.124207971273414,0.719172300650327,-0.597528989433444,-1.28627748922679,-0.545972680188052,-0.461168502848455,0,-0.487883093348985,-1.76810342603573,-2.77556377693167,-0.873069484204441,1.77433142815625,1.30223009003936,-2.07738907490794,-1.85713617637675,-2.23974695487871,-1.20404563148681,-1.00356806774745,-0.897800621030275,-0.696836140822592,0.143333025351206,0.160486818845932,-1.61582462991573,-0.940859775839952,-0.107597329112664,NA,-0.286183383060807,0.439195238651459,-0.993084973701802,-1.58890975543998,2.59879456044799,2.17182895061742,1.62999620741802,1.57446243545746,2.05780203864689,1.64051534481644,1.14109928787358,1.88902958349123,2.51865582075587,2.51112829006378,1.92677853953298,1.86202574444477,0.156696447294236,0.810291141030515,1.34544222689695,0.899326854746531,1.06634450625326,0.683780186879696,0.474903924875894,0.928421197223077,1.52050435123364,1.3662204665956,1.21438959736784,1.97034910450612,2.15618988729269,1.19760029400251,1.27725785487619,1.67141224596969,2.64711666054571,2.60265840644701,2.74820188925434,2.15571907990758,2.09380556339812
"PA9.79EE.025C01",1.34564969663582,-1.0788125607258,2.76145142571731,-1.50504774521872,-0.0738741508186223,2.42756242089895,-2.99737414788655,-2.88283576933122,-2.84433682839882,-2.67424696814095,-1.77639589218382,-1.87349981412903,-1.09247616369575,-3.20848865791041,-3.30865204927748,-3.19369621017315,NA,-3.53199794073104,-2.47982554355211,-2.3300533554786,-1.49615677094919,-1.66610709992834,0.382633526027295,-0.681350457079872,-0.385199849269018,-0.54787953739478,1.7026983070401,0.414732972733494,0.885239340161285,0.601589299029907,-1.50967787128185,0.462300455339893,-1.99977768422873,0.399993761387272,0.929596729482624,-2.64514192665101,-2.76990225619386,-3.0686493583787,-2.01720409589505,-2.0499731959832,-1.82579276926326,-2.39323894309085,-1.19851225145031,-1.20840557012017,-1.97011799197518,-1.69785303739652,-0.155135315703347,-1.29137482606497,0.703753335767171,1.76555962206192,-1.85114516142877,-1.31886511741927,3.31119730374706,3.17441221214559,1.18301230906871,2.5392108221946,2.11821196542332,2.24516190775963,0.24435253023119,2.08781553834212,2.84961008211199,3.57779465193495,1.37630038144828,1.29639081207423,1.05216848211872,0.848314656517004,1.82655930012546,-0.283110410022477,0.830887564799132,0.891601305156841,-0.0106707146012865,0.477205812690667,1.2762810518094,1.18652979059406,1.42939287183059,2.35659437891364,2.72152462025525,1.84941355112251,1.99885964371815,1.37328287374265,5.25378202117192,2.08054715723501,3.39021530466201,0.38459452895189,0.761814187338734
"PA9.79EE.049E01",1.31721643760166,-0.592274037564343,2.79736767243495,-0.761644325193914,-0.308135747339467,1.63115939407748,-4.01472378773106,-3.0221673222747,-2.59180004651764,-1.99764547871322,-1.74727653703985,-2.68360375152707,-0.259983809978497,-3.56024699629687,-3.9800571894182,-3.46513129912397,-2.28642582708628,-3.50387274782295,-2.83322947928921,-2.13869781370221,-1.74334431365334,-1.73934946241404,0.847313134703185,1.12547346788981,-0.230117942055279,-0.161783499673802,-0.297947536015166,0.935405032141338,-0.111573368680532,0.299780561035566,-1.54324913013378,-0.0346943340260601,-3.27121277317955,-1.51913958363267,-0.604872765301991,-2.25660116046384,-1.88541920169625,-3.41647645677607,-2.12383600473694,-1.33806562888763,-1.808930541208,-0.380547969866697,0.131030785425598,-0.259636794443614,-1.16613159031847,-1.05290608176153,-0.104642309766807,-0.961905870425619,1.23967316887395,-0.242841061055114,-1.95265524893729,-3.35583495273307,3.64282652189271,2.46769640400854,1.97173035494405,2.61766390947203,2.20841468116183,2.17279816591063,2.4083253906203,2.29781174023446,2.17812378931951,2.44106809496132,1.39094842607141,1.6605738031993,1.15328756112523,1.83000866546824,2.3152303823076,1.01414861260311,0.971068458330238,1.676676740575,0.123460338005959,1.33976586803413,1.5421296745601,1.43260735552465,1.33549596843196,1.67927763763002,2.64003849818592,1.83158074562055,1.50423537246686,1.26331120748595,3.62637495240036,2.6220265156837,3.37359411474001,0.784095163832077,1.66030409983022
"PA9.79EE.061F01",-2.32491049244052,-2.76301851850129,-1.38038761162785,-4.35966562333738,-0.382790282315105,0.581383460981714,-4.41780587727889,-3.63933501403843,-2.50874269093018,-3.39414794326401,-1.41526666260804,0,-1.24936361093129,-3.0236070977688,-4.32408267477018,-0.855528129040677,-0.354099907707824,-3.3093070770185,-3.76682628553582,-1.8704705007345,-3.85620716804113,-1.61379046544966,1.11276547153928,2.33222854770217,-0.917889632500311,-0.324494903512161,0.360835630021872,1.36851054685883,-0.230862492227762,-0.104636739196076,-1.66769995879679,0,NA,-0.73153811157138,NA,-1.82217871727435,-1.61913079857427,-2.23777920714878,-1.9716537281698,-0.160237734538766,-1.33501732450271,-1.3501156626948,-0.101884759853628,-0.231116960175252,-0.792838504951195,-1.02611694582081,4.13448016458894,2.63466735120856,0.319455392428551,4.41829240966826,-1.23544310476739,0.379299099434084,0.411433706856815,1.91387687116477,2.17139887217915,3.07361277675414,2.70510999343732,3.6555450564435,1.7288512399352,0.804127101905736,-0.0338981318216243,0,-0.0703462961326511,0.0928161107709806,-1.83282304504345,1.45737139953637,2.46363500757941,1.52826672959957,2.20194439327694,2.39605461936897,1.32638473719169,1.20923198731928,1.92666132311107,2.15442786955205,0.790281029463146,2.39185372142068,3.19866031857288,2.79453751383189,1.6325465435761,1.68059110299017,3.68664826302465,2.50262081542913,2.7164107441284,-1.56955902271768,0.377516244000114
"PA9.79EE.037D01",0.208587297269027,0.0988645173876226,0.752364906546752,-0.467097440096483,-0.985799772936481,0.178708526139466,-0.964868499814919,-2.38672566550189,-0.728799055881421,-1.11206295548758,-1.87672741742153,-1.56474856322551,-2.36032711866065,-3.14205807002791,-2.16067220742588,-1.79196135338724,-2.26013367125493,-3.87970220338516,-2.51153466707261,-2.47025941209597,-2.9391562996009,-2.62103269361524,-0.412311382570181,-2.15160002013978,-1.32276685894743,-1.96833240081422,3.73892557692129,-0.383115740457234,-0.564218421293569,-0.910745665397014,-0.162111135411574,-0.0464232555346475,-0.0622451652137106,1.84764311811247,-0.138554390005936,-1.00663212370144,-0.441711908131398,-1.13308502993265,-0.250652346727813,0.927518350083955,-0.255683161870618,0,0.326962196745795,1.13507445925431,0.220892298994122,-0.257550400688831,0.599175379255905,0.764360930830488,-1.61593655071735,0.740613001138523,-2.05535783049336,-1.98905225098793,2.91564295930499,1.66595355639597,0.565215249836764,1.20723456238225,0.710622308934734,0.90570876645367,1.51087394006676,1.08682744266265,1.22650950110792,1.88903649227064,1.30279293734542,1.48086135788109,0.810766535481072,0.68526143721798,0.340976166217678,0.912875432769914,0.361373882928804,0.297965166885207,0.797442797487908,0.885010840579344,0.80001408610963,0.729665242574618,0.77387275391378,1.75125622682953,0.861333856994528,0.478744771864305,0.755091378039314,1.11261337378176,2.19572481674599,2.57865945305963,2.66998748859375,2.87947305475754,2.85716180013305
"PA9.79EE.013B01",0.086069341542315,0.699278609323533,1.72743190362261,0,-0.553237826500107,1.38937091865954,-1.68861741391503,-2.67159831339913,-1.48511201477453,-1.6455443870267,-2.16673670950537,-2.72547483836439,-1.660983654944,-2.86588008167445,-2.334414629612,-2.48146729385415,-2.23863148439674,-3.73013181192736,-2.56207802446106,-2.61167221217801,-2.35974970149488,-2.04567065952883,-0.202605460551374,-2.11968121733625,-0.77211925382284,-1.11596301834141,0.660712463124762,0.283641469707016,-0.250528650074664,-0.114639799692259,-1.23381496368221,-0.429541952009966,-0.991155765129508,-1.3834724849178,-1.01352618281093,-1.08296621154994,-0.819079793304366,-1.08322801371602,-0.528627539178798,0.221223012524015,-0.608718937076386,0.560649009497453,0.168616607033105,0.970498064169291,-0.389008224921523,0.159219180794662,-0.494436700024429,NA,0.152947846252378,0.179707185447921,-2.08002255605621,-0.747680082555453,1.55538147112406,1.48822227762908,1.37796553217813,1.5985561654918,1.13096194132402,1.20892959107459,1.86462481492551,1.5402291540102,2.26959300164381,2.41144816543992,2.10936072465938,1.74430121473911,1.28213091216081,0.864085582796297,0.717459260351595,0.557771112464192,0.722203453765806,0.920052881837655,0.725590064775968,0.844678338740988,1.22806566564811,1.20286356033913,0.99512113221861,0.9079726486562,1.38601935366263,0.963671540214145,1.26816995587962,1.33096504487435,2.47679399779173,2.51822767970318,2.70190629139728,2.1648002390869,2.17448282179883
"PA9.79EE.089H05",0.42177259272321,0.541090810832348,1.53435902888174,-0.387303337615656,-0.484741628931497,-0.228756784871544,-2.21424557650413,-2.91834754337876,-2.48468615263447,-2.47724026262908,-2.44744201364238,-0.243679456228052,-1.3878949167218,-3.28023567212857,-2.12087080897861,-3.65130545208426,-3.94181261947645,-4.17328210707999,-2.61097987468456,-2.56827266421479,-2.52426198812737,-1.74122475448529,-0.141599532729852,-0.278836293799234,-0.989577188593136,-0.834120360993909,-0.978338334535231,0.387148114457583,-0.906296842679593,-0.213724267094096,-0.182920879172063,-1.15348164725648,-2.13013295965486,-1.60491183963512,-0.541068665253931,-1.46759573368085,-1.29972056108627,-1.70021109529441,-1.62998183455501,-0.674985624633103,0.0684017681983782,0.291373887650501,-0.250544023653258,0.29713598782153,-0.485631916216445,-1.2865137969938,-0.853379578491687,1.05837085408152,4.72056259684971,-1.31173949849317,-1.35330084229315,0.515324069372594,2.67755769774445,2.10021519098298,1.43902412751963,1.82443071307708,1.88004507924636,1.82059292761252,1.25296778409776,1.53491774759576,1.9200488211788,2.07757204762272,1.80147456850779,2.14357544260617,1.41765917145345,0.74303602775819,1.36791507988659,1.55982589356289,0.91270235966844,1.14623553890254,1.46349900340525,1.05284460888739,1.63491616833377,1.35698650591316,0.192318105035347,1.01309910634286,1.90918345407175,1.58578648797164,1.60816809112512,1.73831552212234,3.01329681744993,2.6408498742623,2.29989469103813,1.52488684346943,1.85630281224315
"PA9.79EE.090H06",0.236944381250612,0.464222227925668,1.35478892077512,-0.318874227310167,-0.589495135243151,-0.512428714113852,-2.14988386003097,-2.78719482475394,-2.02057113434527,-2.49371597207082,-2.44361655064241,-0.186272953023235,-1.39374930020665,-3.35264547029225,-1.88810287743447,-3.75463840533723,-4.415636633055,-3.85976115933243,-2.67293366806295,-2.36027263781959,-2.34783204073304,-2.02455643119367,-0.200807456420866,-0.680015005546017,-0.820302531469699,-0.663318952552962,-1.32817363083832,0.229099968784802,-1.05081323100518,-0.287157557358202,-0.390184888138595,1.42516175905911,-2.41632997005764,-1.29995008335283,-0.00400436268974502,-1.51562384584429,-1.08062756643921,-1.23064555344267,-1.61174156904117,-0.592807316940205,0.0103850607793738,0.521175053964011,-0.433038960734708,0.735024191296423,-0.386095126511931,-1.13404844756226,-0.944346498540541,0.665009890407479,4.30685957570874,-0.860152828492398,-1.47043134282366,1.76446279056128,2.59297012937064,1.65682489744252,1.10149179802221,1.36384495572714,1.47335074964522,1.59612838297069,1.3571802135747,1.51653950421947,1.85708566381119,1.86926172394042,1.72609298540575,1.97220129054482,0.847919800002684,0.625679889473896,1.13113026360889,1.18740007893329,0.541452552863616,1.14932842465766,1.64380778923477,0.955741163036587,1.43454592887885,1.68180612325697,0.545544814855323,1.24217102273731,1.757646782517,1.65994441057145,1.11973018501938,1.77431646576659,2.82841239081858,2.93693427285777,2.46350059807488,1.48905211105493,1.35111462775527
"PA9.79EE.051E03",0.071184650412317,0.161217961855541,1.51054055522288,-0.226683091768463,-1.10782543280026,0.171459097997444,-2.37579960127729,-1.68242971089342,-0.900042922348529,-2.05366568282495,-1.6900829812611,-2.57558776194386,-1.58695325560488,-1.71158663016936,-0.0398157464820761,-1.06174063369471,-1.10215245096061,-3.17895614041678,-2.68792042672269,-2.5541545514262,-2.32727981818897,-1.99733716908207,-0.813959171744759,-1.01658835239467,-0.345460644011558,-1.13415299250097,0.204990468129415,0.0872569305746307,-0.735982623203275,-0.355421556332384,-0.261629356730163,-1.93377940081799,-3.03128510809076,-0.779185476947653,0.144014466153033,0.53651466402701,0.234212204210962,-0.550124550580474,-1.07423617066164,-0.495422769047836,-0.163743700918497,1.61255378537408,0.624968486432105,0.783405065889243,0.709437857521587,0.767829661527321,0.779701706253383,0.337278689918723,-0.0658873836934006,-1.73366716119926,-2.67736940925571,-1.60028399099703,2.19668725118714,1.58018587017106,1.17293610175738,1.16866605814385,1.13998462415133,1.03688857260775,1.90947386676177,1.60708785654095,1.28059586789287,0.96089738481447,0.745571064353283,1.04033559165877,1.01112503266014,1.17462380724709,0.835783222955067,0.566529603311571,-0.564403861587302,0.209719309062917,0.674908741489574,1.22213826605985,1.0608110301557,1.12322607147149,0.189046830906545,1.14555173194978,1.10995098542323,0.718425306847137,0.817706404435103,0.744077372428362,2.09754915858506,2.56029111124721,1.95255634475272,3.61495380949132,2.97823427692029
"PA9.79EE.050E02",0.299203834721715,0.155366339225582,1.59770868220909,0.183926739451768,-0.888765816307434,0.847526105415352,-3.12417637580751,-2.20887282591115,-1.3915487461629,-2.38803129393033,-2.48137017268163,-1.61403527984978,-0.965441419942566,-2.35668606378753,-0.30406938277182,-1.59188052882572,-1.48280924462508,-3.27141286655788,-2.94506550593996,-2.90719685240657,-2.4049509876392,-1.66005522843102,-0.141768508828696,-0.692739833093722,-0.441322363569186,-0.809247166416976,-2.52789697318728,0.806766221238371,-0.569512263127213,-1.0431069695438,-1.44007226581368,-0.384029674403459,-4.83100092158188,-1.54149360139642,-1.13912582159718,-0.216498501135817,-0.158253005743829,-0.958506863662973,-2.25974785062559,-0.103745405597025,-0.392014979813881,1.8930266781516,0.386951346410761,0.255179048679101,0.569849775888033,0.338701965457854,-1.07946795744797,0.805903862341275,1.57988923049491,-1.06927486884361,-2.3189636679184,-1.25265808841296,1.2925982320931,2.11570574163409,1.56759933570523,0.990321960405256,1.55159498266039,1.21038668860316,2.1550865896136,1.62749713436325,1.44773260645133,1.52321404690524,1.21299747057398,1.72873334702521,1.40322134932443,1.24991204021724,1.49324636052223,1.05074236704192,0.534036222833739,0.810024157571589,1.23791608970853,1.36090219707676,1.22886632190128,1.28385855817951,0.658894155046886,0.936672416410393,1.67299502452649,1.35132335562932,1.23632924278684,0.457332479505337,4.11142590790253,2.56346614051687,1.66941605700251,2.34995174206218,2.7433030822127
"PA9.79EE.052E04",-0.527408929367562,-0.604609571773577,0.881054223759567,-0.0305793996856734,-2.13854421768079,-0.442272754641627,-1.51260032702528,-0.580079639801479,0.0140803209247853,-0.814825351431801,-0.750237988679777,-0.884523191516088,-1.36882890125182,-0.398704877503556,0.0996670599303394,-0.60797409981643,0.697182455280323,-1.7258057211689,-1.38181049473155,-1.3656567033031,-2.03655470050869,-1.80485238012268,-1.15504490217861,-0.499649102425528,-0.519923040256071,-0.695711889032255,-2.4551004762368,-0.584682067475706,-1.09926601838057,-0.449478309291873,0.0332621607205326,-1.62329102831628,-1.54311111811799,1.25091492297,0.74400945584973,0.541929135123088,0.433852692302436,-0.598451764353914,-0.099679845852223,0.250033636241902,0.597706601124429,0.996588550750271,0.760869089458942,0.274229470946768,1.27334591545328,2.36887170076613,1.34423570136164,1.08819191994311,0.129123771388377,1.96633183350544,-2.45614837485109,-0.851674506103437,0.405109976931937,1.84853539193193,0,-0.273264815927151,0.217979985347628,0.0407156068754162,1.39125386930664,0.709094816347868,0.34291353374696,0.0933490044902263,-0.139548849431991,0.343543738244321,0,0.378172504502015,0.304589399633482,0.0476792339905794,-1.049462804515,-0.473685267978415,0.0670009790509014,0.161255724929088,0.291252393062588,-0.00441095571659533,-0.293851187745101,0.792641002650752,-0.0163409455624792,-0.157650517837535,0.015550876120883,-0.134960809653273,3.29840013472606,1.75734167365308,1.09311971581212,3.77149081675846,3.22427394169516
"PA9.79EE.028C04",-0.642595776039703,0.298557499513229,0.652547919069885,-0.311731161379431,-1.4764136456969,0.98496750234863,0,0.396560377861008,0.711041798597076,-0.812133994124821,-0.910990292030599,-1.1898386786411,-1.50087322970933,-0.0479218971632333,0.579626704652249,-1.00507033750554,0.668910638082345,-1.44773364797548,-1.6143336964976,-1.12666212552469,-2.0408730371215,-1.53514600844021,-0.818625294129297,-1.08213010765415,-0.644156962143184,-1.86303440919297,-1.67429878411568,-0.451149351721544,-0.422034325167534,-0.276579100655795,0.0974857075756619,-1.62903003962872,-2.14892883358569,-1.76095887451454,-1.41303887873767,0.471838277196289,0.255316392086314,0.643731950351542,-0.588642331535955,0.836843898625548,0.621044590135587,0.596206528294533,-0.264307654311781,0.520729249677393,-0.154708952073595,1.39138683773591,0.80416026239801,0.838877197224625,-0.362042067094302,0.0973846654018775,-2.26924230822113,-0.162268098944295,1.96300217018486,0.0811870487834669,0.687404054247994,-0.0319109652748155,0.138167943509131,0.1496191615041,1.15969430658234,0.845095666853974,1.01118077262711,1.22390120726513,1.12319910112441,0.828336514655212,0.402765858148105,-0.171373212246744,-0.295341204621158,-0.208864331368539,-0.51401465039311,0,0.285371815222202,0.590223214592021,0.278154652835641,0.210315555978457,0.653104086164104,0.388166536680896,0.396288928830036,0.298922244500922,-0.0747737342365631,0.562060297966778,1.1184933699985,1.74066568869231,1.36748862369242,3.27707200048069,2.88716027182927
"PA9.79EE.038D02",-0.762127108270504,-0.0280118639715328,0.29975236212524,-0.517458872794534,-1.52540593809852,-0.411764122150705,-0.317589275811387,-0.180712332944865,0.277006444456146,-0.602249858597534,-0.552131780946268,-0.453448400698408,-1.02954290077929,-0.134872575330239,0.193252769949244,0,-0.18350074065466,-1.91491286184612,-1.26921135000467,-0.947988306257885,-2.05102492659127,-2.17440879550397,-0.883494686844454,-2.13528037796066,-1.04414310456737,-1.45532110536905,-1.50411951383169,-0.820895680599819,-0.338968617584567,-0.457855362389411,0.520296023365859,-2.10810612535681,-0.197851216600824,-0.692802848598913,-0.562807339212801,0.471528961491525,0.187346388854409,0.474985662187652,-0.217765795892404,0.909002081663944,-0.185688224129145,0.672821686757803,0.0911786495101337,0.3837353818781,0.250179315969151,0.535775533399337,1.51816103118182,0.516832968889872,0.589860890325475,0.410659077116426,-2.05076748089635,-1.01608897800319,1.84570823643747,0.180722239223789,0.484399649419298,0.0439807094204161,0.248302453945653,0.530365417727753,1.19238447933894,0.705009759776187,1.00714101601086,0.830857969192643,0.983754371192975,0.797232390196857,0.508702444240303,0.141891859086617,-0.245434097192264,-0.431693777981697,-0.757151782946801,-0.390365728917686,0.68585997530731,0.742076320561788,0.629566065826909,0.179552549068875,0.211427972241211,0.312497553262458,0.5152739304459,0.372558666603487,0.434733815487845,0.400583364448316,1.37384207440077,1.86440066634679,1.3452702129378,3.2530721894884,2.61990736572744
"PA9.79EE.026C02",-0.326985078555626,0.0455195020009631,0.728032397734501,-0.630985052206831,-1.52092132524566,0.975873928961209,-0.424625946825767,-0.512712413978505,-0.112743025889317,-1.15842657527258,-1.44114774495728,-1.53316099457434,-1.93640868363873,-0.377648038307384,0.413630765527852,-1.16506310233946,-0.781851086067842,-2.98405685095756,-1.95421860072452,-1.73437965492102,-2.8433209016722,-2.24645215872574,-0.879248508394918,-0.710167621430084,-1.20539829946909,-1.61451042609152,-0.130534999008679,-0.449024945346222,-0.798683556462175,-0.341289036176709,0.128294530631992,-1.84599895632875,-0.822650268727132,0.726480829129466,0.375027794459594,0.483765585528819,0.381936680777442,0.535415290955083,-0.325580405775484,1.00718958939167,-0.0296641617105886,0.766194945457818,-0.15676312237651,0.922314225757552,-0.00652478397227396,1.0917184902854,0.568986750320389,0.592998163719749,-1.55301577526139,-0.157785755241452,-2.88552185112089,0.0738685244680362,0.913485585001795,0.875959356936138,0.359280380730215,0.753546855419692,0.573023130141053,0.396050765644311,1.04786032508401,1.0308576119229,1.22760083994762,1.6206240251787,1.18071283667312,0.84673211924015,0.486911147123287,0.0492080712726856,0,0.0811492083721079,-0.313319192382274,-0.250261445461833,0.621140609023072,0.612978860797874,0.313395737316025,0.260728628158148,0.241558392284938,1.30960367597361,0.600819914829984,0.418732698934172,0.626949593381885,0.478750286297875,1.68420143240766,2.19862402567177,1.4984430104127,3.28290992805474,2.94245038861747
"PA9.79EE.014B02",-0.627879773502739,0.134536010154318,0.633830717016369,-0.293480786232275,-1.29521933327461,0.522418771380634,-0.246622727906943,-0.380614470021943,-0.291632166007329,-0.791218253696216,-1.45049961735864,-1.70493084492275,-0.929311642941816,-0.403187509502049,0.594883116672149,-0.528253549441191,-0.102519237406995,-2.26541217256499,-1.64267180916684,-1.05505534749636,-2.13613989139047,-1.8538997226733,-0.853599451775423,-0.932239915149878,-0.716383630848288,-1.23115265197391,-0.0772523178302289,0.0576007391165891,-0.875927809029624,0.12038862140763,-0.371012740658939,-1.91452599179509,-0.863113385775596,-1.79806719681152,-0.743622720432581,0.41022160112117,0.304567126673419,0.664185018640051,0.0268863593008793,0.78611108966895,0.478021447592867,0.915420498497014,0.0997103823366481,0.419836022716471,0.0222782653535178,0.914207639980111,0.412896682969211,1.29342205508699,-1.48403928697779,0,-2.57950616553644,-0.088970662471441,-0.211331190185887,0.569150146330862,0.474182074317965,0.691117154865353,0.501334068913879,0.501553129953022,1.36894231615038,0.616432327143141,1.11832218142354,1.3209873512748,1.3243054279719,0.992198134951561,0.714731136171005,0.0987431193783648,-0.0497102856122305,-0.765156169211956,-0.352006258532993,0.0762061580392058,0.386420736855309,0.753081661659899,0.338347601707622,0.538438990696817,0.279270667051683,0.0455950626451791,0.756295770475997,-0.0856741134378647,0.679498777581752,0.805628005073334,1.54946096038065,1.6095099416694,1.80188475233332,2.91562015366287,2.54364791555025
"PA9.79EE.002A02",-0.604066881922347,0.219492270672618,0.0150451323310661,-0.438388763420325,-1.19779054361352,-0.520729547191541,-0.45448216522552,-0.157302224698158,-0.453977487275487,-1.11390171033825,-1.47544382633401,-1.35414342911165,-1.13802637673284,-0.398831976927144,0.498581997643948,-0.499274396712668,-0.0409195601440651,-1.78787967373444,-1.69405541473367,-1.35257154932456,-2.43628337619448,-1.6595076945041,-0.844039525271379,-0.821457356356789,-1.09860996360709,-1.30989345611114,0,-0.247803955546969,-0.300269982007271,-0.0486762620340002,-0.943820292882972,-2.05256397961609,-1.73223355425735,-0.699065987331675,-0.29669820753243,0.265032693872166,0.309021659257153,0.692636647256913,-0.97100953965699,0.939977304003047,0.394595419616991,0.77952368890986,0.13944982480878,0.316762886981341,0.530922299029613,0.68442708353153,0.236890844949184,NA,0.547847726643514,0.425229441800832,-1.73957045968745,-0.395280132882245,1.12040779454742,0.690946864058838,0.788366506109452,0.123091326299532,0.678243227746853,0.433904470023414,1.08215450319219,0.444213492325173,1.29577341227198,1.11819955427696,1.24453969252448,1.10253002959969,0.686470488438251,0.228624513980102,-0.16384885819016,0.0797994176613495,-0.202762294273527,0.110707331153434,-0.0879300498741584,0.442025567306167,0.666666321682305,0.438753937882549,0.17067645712316,0.550488805229349,0.586081057705739,0.478233299788996,0.4375138376602,0.675956326480234,1.64256805925792,2.0728168466845,0.663846764512309,3.03483807914044,2.87338888908006
"PA9.79EE.069F09",-3.23631808048251,-2.01264812678909,-4.07239530178944,NA,1.44443768074657,-0.754327795918704,-0.649494865796854,0.251856852775132,0.291336368982184,-1.93926675756185,-1.36883737138676,1.12851705883734,0.109698883121392,1.69846412325845,1.53769802375667,-0.0111796891264788,2.16769654636538,0.937342874247078,-0.21058646778852,-1.53106653245229,-1.33003468815319,-0.234276858229932,-0.817549991345119,0.730850977869602,-0.574093895100933,0.379097114365021,1.19211158215582,1.16018568817132,0.320845079767319,1.46045472998417,-3.92579878785341,-1.25143509877561,-1.96015320592736,-1.84279555229873,0.849078844695501,1.42673898107216,1.91006380512547,2.15082524452157,0.609468779449998,-2.23740628468683,0.933096344842145,0.50352309562194,1.64328332804456,1.25069960134291,1.98688463861793,0.688185130887033,-0.631831672517999,-3.79335647929037,-0.083982799792107,-6.47338762532969,-1.0539187962669,-1.22005930276183,-0.130018246092001,0.453368493450212,1.36066440517486,0.635190592773278,1.68463366943255,NA,1.04782576152897,-0.954539194358462,-1.93596869001179,NA,-0.663077594611714,-1.31029857095591,-0.276276916111987,1.04067808653135,1.66611029972694,2.08139288090353,1.31058551839748,0.949414165173426,1.42850150243829,0.627707526592695,1.42074748503422,1.71230020714852,2.54527219984697,1.01504826295814,1.38011276360591,1.15646084260021,1.42981784461747,1.32894946172815,-2.04446825593965,-0.299707453493777,0.242583224016347,-4.45842404210858,NA
